ORG_NAME,Part of OrgUnit,Standard Geographical Classification,ORG_UNIT,YEAR,Population,SOURCE,Data Source ID,ENERGY_TYPE,SUB_SECTOR,CONNECTION_TOTAL,CONSUMPTION_TOTAL,kWh,GJ,Emissions (tonnes CO2e),Emissions (tonnes CO2e) per capita,Unnamed: 13,sort_key,ORG_Block
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2010,81588,BC Hydro,1080,ELEC,Res,378,5293606,5293606,19057,156,0.002,2010ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2010,81588,BC Hydro,1080,ELEC,CSMI,55,2980917,2980917,10731,88,0.001,2010ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2007,81543,BC Hydro,80,ELEC,Res,363,5208054,5208054,18749,154,0.002,2007ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2007,81543,BC Hydro,80,ELEC,CSMI,52,3110796,3110796,11199,92,0.001,2007ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2022,93871,Fortis Electric,11010,ELEC,Res,22756.33333,271655045,271655045,977958,3124,0.033,2022ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2022,93871,Fortis Electric,11010,ELEC,CSMI,22756.33333,271655045,271655045,977958,3124,0.033,2022ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2021,93002,Fortis Electric,10010,ELEC,Res,23244,266067011,266067011,957841,2581,0.028,2021ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2021,93002,Fortis Electric,10010,ELEC,CSMI,4454,701822148,701822148,2526560,6808,0.073,2021ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2020,91717,Fortis Electric,9010,ELEC,Res,22335,253095171,253095171,911143,2328,0.025,2020ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2020,91717,Fortis Electric,9010,ELEC,CSMI,4728,243517814,243517814,876664,2240,0.024,2020ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2019,90610,Fortis Electric,8010,ELEC,Res,22046.66667,251625747,251625747,905853,1887,0.021,2019ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2019,90610,Fortis Electric,8010,ELEC,CSMI,4636,245148802,245148802,882536,1839,0.020,2019ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2018,89191,Fortis Electric,7010,ELEC,Res,22345,252463875,252463875,908870,1944,0.022,2018ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2018,89191,Fortis Electric,7010,ELEC,CSMI,4566,232156918,232156918,835765,1788,0.020,2018ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2017,87278,Fortis Electric,6010,ELEC,Res,22065,265559674,265559674,956015,2682,0.031,2017ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2017,87278,Fortis Electric,6010,ELEC,CSMI,4486,234256515,234256515,843323,2366,0.027,2017ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2016,85721,Fortis Electric,5010,ELEC,Res,21843,236621491,236621491,851837,3052,0.036,2016ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2016,85721,Fortis Electric,5010,ELEC,CSMI,4317,231120767,231120767,832035,2981,0.035,2016ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2015,83969,Fortis Electric,4010,ELEC,Res,21645,241593752,241593752,869738,3648,0.043,2015ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2015,83969,Fortis Electric,4010,ELEC,CSMI,4308,229793932,229793932,827258,3470,0.041,2015ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2014,82779,Fortis Electric,3010,ELEC,Res,21522,258527789,258527789,930700,5455,0.066,2014ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2014,82779,Fortis Electric,3010,ELEC,CSMI,4215,219347128,219347128,789650,4628,0.056,2014ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2013,81602,Fortis Electric,2510,ELEC,Res,21443,248804387,248804387,895696,6320,0.077,2013ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2013,81602,Fortis Electric,2510,ELEC,CSMI,4173,216012214,216012214,777644,5487,0.067,2013ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2012,81253,Fortis Electric,2010,ELEC,Res,21402,261435265,261435265,941167,7686,0.095,2012ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2012,81253,Fortis Electric,2010,ELEC,CSMI,4128,209387648,209387648,753796,6156,0.076,2012ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2010,81588,Fortis Electric,1010,ELEC,Res,20903,258750298,258750298,931501,7633,0.094,2010ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2010,81588,Fortis Electric,1010,ELEC,CSMI,3538,210694221,210694221,758499,6215,0.076,2010ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2007,81543,Fortis Electric,10,ELEC,Res,20732,241486700,241486700,869352,7124,0.087,2007ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2007,81543,Fortis Electric,10,ELEC,CSMI,3599,181436255,181436255,653171,5352,0.066,2007ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2022,93871,Fortis Gas,11020,NG,Res,25618,1713405,475945737,1713405,86050,0.917,2022NGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2022,93871,Fortis Gas,11020,NG,CSMI,2880,1741860,483850083,1741860,87479,0.932,2022NGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2021,93002,Fortis Gas,10020,NG,Res,25635,1603425,445395767,1603425,80569,0.866,2021NGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2021,93002,Fortis Gas,10020,NG,CSMI,2886,1670569,464046813,1670569,83943,0.903,2021NGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2020,91717,Fortis Gas,9020,NG,Res,25215,1593280,442577655,1593280,80222,0.875,2020NGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2020,91717,Fortis Gas,9020,NG,CSMI,2858,1706199,473944040,1706199,85908,0.937,2020NGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2019,90610,Fortis Gas,8020,NG,Res,24723,1619223,449784195,1619223,81528,0.900,2019NGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2019,90610,Fortis Gas,8020,NG,CSMI,2842,1824272,506742151,1824272,91853,1.014,2019NGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2018,89191,Fortis Gas,7020,NG,Res,24241,1498189,416163725,1498189,75434,0.846,2018NGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2018,89191,Fortis Gas,7020,NG,CSMI,2797,1678039,466121995,1678039,84490,0.947,2018NGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2017,87278,Fortis Gas,6020,NG,Res,23458,1576245,437845743,1576245,79394,0.910,2017NGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2017,87278,Fortis Gas,6020,NG,CSMI,2746,1809612,502669958,1809612,91149,1.044,2017NGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2016,85721,Fortis Gas,5020,NG,Res,22838,1298214,360615024,1298214,64950,0.758,2016NGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2016,85721,Fortis Gas,5020,NG,CSMI,2695,1657308,460363412,1657308,82916,0.967,2016NGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2015,83969,Fortis Gas,4020,NG,Res,22350,1211090,336413984,1211090,60190,0.717,2015NGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2015,83969,Fortis Gas,4020,NG,CSMI,2670,1544875,429131999,1544875,76779,0.914,2015NGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2014,82779,Fortis Gas,3020,NG,Res,21985,1346767,374102013,1346767,66421,0.802,2014NGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2014,82779,Fortis Gas,3020,NG,CSMI,2644,1644467,456796478,1644467,81104,0.980,2014NGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2013,81602,Fortis Gas,2520,NG,Res,21675,1361116,378087681,1361116,67282,0.825,2013NGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2013,81602,Fortis Gas,2520,NG,CSMI,2604,1630486,452912800,1630486,80597,0.988,2013NGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2012,81253,Fortis Gas,2020,NG,Res,21442,1320847,366901823,1320847,65131,0.802,2012NGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2012,81253,Fortis Gas,2020,NG,CSMI,2589,1572559,436821960,1572559,77543,0.954,2012NGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2010,81588,Fortis Gas,1020,NG,Res,20888,1268892,352470096,1268892,63039,0.773,2010NGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2010,81588,Fortis Gas,1020,NG,CSMI,2549,1436068,398907698,1436068,71344,0.874,2010NGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2007,81543,Fortis Gas,20,NG,Res,20751,1397552,388208889,1397552,69431,0.851,2007NGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2007,81543,Fortis Gas,20,NG,CSMI,2457,1686234,468398319,1686234,83773,1.027,2007NGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2022,93871,Fortis RNG,11020,RNG,Res,303,2356,654444,2356,1,0.000,2022RNGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2022,93871,Fortis RNG,11020,RNG,CSMI,3,56,15444,56,0,0.000,2022RNGGJ,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2022,93871,City of Penticton ,11210,ELEC,Res,15745,180032056,180032056,648115,2070,0.022,2022ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2022,93871,City of Penticton ,11210,ELEC,CSMI,1952,162034643,162034643,583325,1863,0.020,2022ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2021,93002,City of Penticton ,10210,ELEC,Res,17686,175827302,175827302,632978,1706,0.018,2021ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2021,93002,City of Penticton ,10210,ELEC,CSMI,1878,157494147,157494147,566979,1528,0.016,2021ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2020,91717,City of Penticton ,9210,ELEC,Res,17424,169685955,169685955,610869,1561,0.017,2020ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2020,91717,City of Penticton ,9210,ELEC,CSMI,1974,153984552,153984552,554344,1417,0.015,2020ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2019,90610,City of Penticton ,8210,ELEC,Res,17096,166845124,166845124,600642,1251,0.014,2019ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2019,90610,City of Penticton ,8210,ELEC,CSMI,1893,164568782,164568782,592448,1234,0.014,2019ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2018,89191,City of Penticton ,7210,ELEC,Res,16837,167204385,167204385,601936,1287,0.014,2018ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2018,89191,City of Penticton ,7210,ELEC,CSMI,1889,163420993,163420993,588316,1258,0.014,2018ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2017,87278,City of Penticton ,6210,ELEC,Res,16289,176779202,176779202,636405,1785,0.020,2017ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2017,87278,City of Penticton ,6210,ELEC,CSMI,1806,168061723,168061723,605022,1697,0.019,2017ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2016,85721,City of Penticton ,5210,ELEC,Res,15969,159508407,159508407,574230,2058,0.024,2016ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2016,85721,City of Penticton ,5210,ELEC,CSMI,1793,158926851,158926851,572137,2050,0.024,2016ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2015,83969,City of Penticton ,4210,ELEC,Res,15722,165515173,165515173,595855,2499,0.030,2015ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2015,83969,City of Penticton ,4210,ELEC,CSMI,1765,163307885,163307885,587908,2466,0.029,2015ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2014,82779,City of Penticton ,3210,ELEC,Res,15504,165468128,165468128,595685,3491,0.042,2014ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2014,82779,City of Penticton ,3210,ELEC,CSMI,1768,180795792,180795792,650865,3815,0.046,2014ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2012,81253,City of Penticton ,2210,ELEC,Res,15389,206404012,206404012,743054,6068,0.075,2012ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2012,81253,City of Penticton ,2210,ELEC,CSMI,1737,134820788,134820788,485355,3964,0.049,2012ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2010,81588,City of Penticton ,1210,ELEC,Res,15252,212423199,212423199,764724,6266,0.077,2010ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2010,81588,City of Penticton ,1210,ELEC,CSMI,1643,92100801,92100801,331563,2717,0.033,2010ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2007,81543,City of Penticton ,210,ELEC,Res,14650,166862268,166862268,600704,4922,0.060,2007ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2007,81543,City of Penticton ,210,ELEC,CSMI,1630,180000612,180000612,648002,5310,0.065,2007ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2022,93871,City of Summerland ,11200,ELEC,Res,5528,64255112,64255112,231318,739,0.008,2022ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2022,93871,City of Summerland ,11200,ELEC,CSMI,547,27024129,27024129,97287,311,0.003,2022ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2021,93002,City of Summerland ,10200,ELEC,Res,5528,63927327,63927327,230138,620,0.007,2021ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2021,93002,City of Summerland ,10200,ELEC,CSMI,538,26567962,26567962,95645,258,0.003,2021ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2020,91717,City of Summerland ,9200,ELEC,Res,5405,61709500,61709500,222154,568,0.006,2020ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2020,91717,City of Summerland ,9200,ELEC,CSMI,638,25656530,25656530,92364,236,0.003,2020ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2019,90610,City of Summerland ,8200,ELEC,Res,5193,59098822,59098822,212756,443,0.005,2019ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2019,90610,City of Summerland ,8200,ELEC,CSMI,729,27949837,27949837,100619,210,0.002,2019ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2018,89191,City of Summerland ,7200,ELEC,Res,5122,58367377,58367377,210123,449,0.005,2018ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2018,89191,City of Summerland ,7200,ELEC,CSMI,731,34581530,34581530,124494,266,0.003,2018ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2017,87278,City of Summerland ,6200,ELEC,Res,5068,61211311,61211311,220361,618,0.007,2017ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2017,87278,City of Summerland ,6200,ELEC,CSMI,721,35982682,35982682,129538,363,0.004,2017ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2016,85721,City of Summerland ,5200,ELEC,Res,5066,56296230,56296230,202666,726,0.008,2016ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2016,85721,City of Summerland ,5200,ELEC,CSMI,668,33119903,33119903,119232,427,0.005,2016ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2015,83969,City of Summerland ,4200,ELEC,Res,5084,57538479,57538479,207139,869,0.010,2015ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2015,83969,City of Summerland ,4200,ELEC,CSMI,597,33885865,33885865,121989,512,0.006,2015ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2014,82779,City of Summerland ,3200,ELEC,Res,5071,63289795,63289795,227843,1335,0.016,2014ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2014,82779,City of Summerland ,3200,ELEC,CSMI,589,32779565,32779565,118006,692,0.008,2014ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2012,81253,City of Summerland ,2200,ELEC,Res,5015,59984204,59984204,215943,1764,0.022,2012ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2012,81253,City of Summerland ,2200,ELEC,CSMI,562,34921396,34921396,125717,1027,0.013,2012ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2010,81588,City of Summerland ,1200,ELEC,Res,4996,61306383,61306383,220703,1809,0.022,2010ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2010,81588,City of Summerland ,1200,ELEC,CSMI,566,34914417,34914417,125692,1030,0.013,2010ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2007,81543,City of Summerland ,200,ELEC,Res,4791,61154227,61154227,220155,1804,0.022,2007ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2007,81543,City of Summerland ,200,ELEC,CSMI,542,36544973,36544973,131562,1078,0.013,2007ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2022,93871,Estimate-Wood,11190,WOOD,Res,1,276052,76680987,276052,W,,,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2021,93002,Estimate-Wood,11190,WOOD,Res,1,271847,75513064,271847,W,,,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2020,91717,Estimate-Wood,11190,WOOD,Res,1,269744,74928953,269744,W,,,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2019,90610,Estimate-Wood,11190,WOOD,Res,1,305341,84816936,305341,W,,,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2018,89191,Estimate-Wood,11190,WOOD,Res,1,292469,81241396,292469,W,,,0,165
