ORG_NAME,Part of OrgUnit,Standard Geographical Classification,ORG_UNIT,YEAR,Population,SOURCE,Data Source ID,ENERGY_TYPE,SUB_SECTOR,CONNECTION_TOTAL,CONSUMPTION_TOTAL,kWh,GJ,Emissions (tonnes CO2e),Emissions (tonnes CO2e) per capita,Unnamed: 13,sort_key,ORG_Block
Lions Bay,Metro Vancouver Regional District,15065,5915065,2020,1438,BC Hydro,9080,ELEC,Res,556,13842180,13842180,49832,127,0.089,2020ELECkWh,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2020,1438,BC Hydro,9080,ELEC,CSMI,42,937816,937816,3376,9,0.006,2020ELECkWh,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2019,1428,BC Hydro,8080,ELEC,Res,555,13232191,13232191,47636,99,0.069,2019ELECkWh,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2019,1428,BC Hydro,8080,ELEC,CSMI,42,946592,946592,3408,7,0.005,2019ELECkWh,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2018,1420,BC Hydro,7080,ELEC,Res,555,13198066,13198066,47513,102,0.072,2018ELECkWh,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2018,1420,BC Hydro,7080,ELEC,CSMI,42,895721,895721,3225,7,0.005,2018ELECkWh,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2017,1400,BC Hydro,6080,ELEC,Res,555,14319747,14319747,51551,145,0.103,2017ELECkWh,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2017,1400,BC Hydro,6080,ELEC,CSMI,41,946157,946157,3406,10,0.007,2017ELECkWh,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2016,1387,BC Hydro,5080,ELEC,Res,554,13516543,13516543,48660,174,0.126,2016ELECkWh,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2016,1387,BC Hydro,5080,ELEC,CSMI,40,870859,870859,3135,11,0.008,2016ELECkWh,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2015,1370,BC Hydro,4080,ELEC,Res,555,12876273,12876273,46355,194,0.142,2015ELECkWh,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2015,1370,BC Hydro,4080,ELEC,CSMI,40,856480,856480,3083,13,0.009,2015ELECkWh,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2014,1337,BC Hydro,3080,ELEC,Res,554,13608705,13608705,48991,287,0.215,2014ELECkWh,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2014,1337,BC Hydro,3080,ELEC,CSMI,40,873052,873052,3143,18,0.014,2014ELECkWh,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2013,1291,BC Hydro,2580,ELEC,Res,554,13988347,13988347,50358,355,0.275,2013ELECkWh,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2013,1291,BC Hydro,2580,ELEC,CSMI,42,904214,904214,3255,23,0.018,2013ELECkWh,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2012,1317,BC Hydro,2080,ELEC,Res,553,14595649,14595649,52544,429,0.326,2012ELECkWh,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2012,1317,BC Hydro,2080,ELEC,CSMI,41,950169,950169,3421,28,0.021,2012ELECkWh,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2010,1330,BC Hydro,1080,ELEC,Res,550,14324908,14324908,51570,423,0.318,2010ELECkWh,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2010,1330,BC Hydro,1080,ELEC,CSMI,42,854044,854044,3075,25,0.019,2010ELECkWh,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2007,1355,BC Hydro,80,ELEC,Res,549,15566162,15566162,56038,459,0.339,2007ELECkWh,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2007,1355,BC Hydro,80,ELEC,CSMI,45,1210600,1210600,4358,36,0.026,2007ELECkWh,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2022,1444,Fortis RNG,11020,RNG,Res,0,0,0,0,0,0.000,2022RNGGJ,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2022,1444,Fortis RNG,11020,RNG,CSMI,0,0,0,0,0,0.000,2022RNGGJ,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2022,1444,Estimate-Wood,11190,WOOD,Res,1,6393,1775711,6393,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2021,1432,Estimate-Wood,11190,WOOD,Res,1,6414,1781669,6414,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2020,1438,Estimate-Wood,11190,WOOD,Res,1,6523,1812079,6523,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2019,1428,Estimate-Wood,11190,WOOD,Res,1,6460,1794499,6460,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2018,1420,Estimate-Wood,11190,WOOD,Res,1,6133,1703620,6133,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2017,1400,Estimate-Wood,11190,WOOD,Res,1,6160,1710975,6160,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2016,1387,Estimate-Wood,11190,WOOD,Res,1,4492,1247694,4492,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2015,1370,Estimate-Wood,11190,WOOD,Res,1,4009,1113629,4009,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2014,1337,Estimate-Wood,11190,WOOD,Res,1,4774,1326163,4774,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2013,1291,Estimate-Wood,11190,WOOD,Res,1,5656,1571107,5656,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2012,1317,Estimate-Wood,11190,WOOD,Res,1,5325,1479246,5325,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2010,1330,Estimate-Wood,11190,WOOD,Res,1,4681,1300244,4681,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2007,1355,Estimate-Wood,11190,WOOD,Res,1,5859,1627395,5859,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2022,1444,Estimate-Heating Oil,11190,OIL,Res,1,348,96658,348,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2021,1432,Estimate-Heating Oil,11190,OIL,Res,1,470,130673,470,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2020,1438,Estimate-Heating Oil,11190,OIL,Res,1,484,134417,484,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2019,1428,Estimate-Heating Oil,11190,OIL,Res,1,506,140493,506,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2018,1420,Estimate-Heating Oil,11190,OIL,Res,1,457,126877,457,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2017,1400,Estimate-Heating Oil,11190,OIL,Res,1,447,124076,447,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2016,1387,Estimate-Heating Oil,11190,OIL,Res,1,426,118404,426,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2015,1370,Estimate-Heating Oil,11190,OIL,Res,1,520,144333,520,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2014,1337,Estimate-Heating Oil,11190,OIL,Res,1,599,166391,599,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2013,1291,Estimate-Heating Oil,11190,OIL,Res,1,529,147033,529,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2012,1317,Estimate-Heating Oil,11190,OIL,Res,1,508,141110,508,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2010,1330,Estimate-Heating Oil,11190,OIL,Res,1,649,180358,649,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2007,1355,Estimate-Heating Oil,11190,OIL,Res,1,771,214182,771,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2022,1444,Estimate-Propane,11190,DPRO,Res,1,381,105946,381,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2021,1432,Estimate-Propane,11190,DPRO,Res,1,374,103972,374,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2020,1438,Estimate-Propane,11190,DPRO,Res,1,315,87388,315,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2019,1428,Estimate-Propane,11190,DPRO,Res,1,1092,303273,1092,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2018,1420,Estimate-Propane,11190,DPRO,Res,1,1138,316073,1138,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2017,1400,Estimate-Propane,11190,DPRO,Res,1,578,160673,578,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2016,1387,Estimate-Propane,11190,DPRO,Res,1,374,103978,374,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2015,1370,Estimate-Propane,11190,DPRO,Res,1,496,137912,496,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2014,1337,Estimate-Propane,11190,DPRO,Res,1,470,130444,470,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2013,1291,Estimate-Propane,11190,DPRO,Res,1,592,164581,592,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2012,1317,Estimate-Propane,11190,DPRO,Res,1,523,145329,523,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2010,1330,Estimate-Propane,11190,DPRO,Res,1,543,150932,543,W,,,1,123
Lions Bay,Metro Vancouver Regional District,15065,5915065,2007,1355,Estimate-Propane,11190,DPRO,Res,1,438,121796,438,W,,,1,123
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2022,98638,BC Hydro,11080,ELEC,Res,33689,373546458,373546458,1344767,4295,0.044,2022ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2022,98638,BC Hydro,11080,ELEC,CSMI,3213,194413220,194413220,699888,2235,0.023,2022ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2022,98638,BC Hydro,11080,ELEC,MIXED,3,6073932,6073932,21866,70,0.001,2022ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2021,95107,BC Hydro,10080,ELEC,Res,33084,377697587,377697587,1359711,3664,0.039,2021ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2021,95107,BC Hydro,10080,ELEC,CSMI,3203,201652569,201652569,725949,1956,0.021,2021ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2021,95107,BC Hydro,10080,ELEC,MIXED,2,6070379,6070379,21853,59,0.001,2021ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2020,93115,BC Hydro,9080,ELEC,Res,32566,365954843,365954843,1317437,3367,0.036,2020ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2020,93115,BC Hydro,9080,ELEC,CSMI,3080,198825948,198825948,715773,1829,0.020,2020ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2019,92390,BC Hydro,8080,ELEC,Res,32065,349876026,349876026,1259554,2624,0.028,2019ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2019,92390,BC Hydro,8080,ELEC,CSMI,3009,208908037,208908037,752069,1567,0.017,2019ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2018,91556,BC Hydro,7080,ELEC,Res,31503,350861199,350861199,1263100,2702,0.030,2018ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2018,91556,BC Hydro,7080,ELEC,CSMI,2927,215099246,215099246,774357,1656,0.018,2018ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2017,88950,BC Hydro,6080,ELEC,Res,31133,360095011,360095011,1296342,3637,0.041,2017ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2017,88950,BC Hydro,6080,ELEC,CSMI,2876,222921973,222921973,802519,2252,0.025,2017ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2016,86404,BC Hydro,5080,ELEC,Res,30537,340917344,340917344,1227302,4398,0.051,2016ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2016,86404,BC Hydro,5080,ELEC,CSMI,2844,224067247,224067247,806642,2890,0.033,2016ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2015,83193,BC Hydro,4080,ELEC,Res,29935,332416096,332416096,1196698,5019,0.060,2015ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2015,83193,BC Hydro,4080,ELEC,CSMI,2809,218829951,218829951,787788,3304,0.040,2015ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2014,81649,BC Hydro,3080,ELEC,Res,29212,330712334,330712334,1190564,6978,0.085,2014ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2014,81649,BC Hydro,3080,ELEC,CSMI,2782,223895273,223895273,806023,4724,0.058,2014ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2013,80026,BC Hydro,2580,ELEC,Res,28848,340193250,340193250,1224696,8641,0.108,2013ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2013,80026,BC Hydro,2580,ELEC,CSMI,2777,223039313,223039313,802942,5665,0.071,2013ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2012,79171,BC Hydro,2080,ELEC,Res,28326,330644280,330644280,1190319,9721,0.123,2012ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2012,79171,BC Hydro,2080,ELEC,CSMI,2730,215679600,215679600,776447,6341,0.080,2012ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2010,76619,BC Hydro,1080,ELEC,Res,27728,316297998,316297998,1138673,9331,0.122,2010ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2010,76619,BC Hydro,1080,ELEC,CSMI,2681,207830325,207830325,748189,6131,0.080,2010ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2007,72082,BC Hydro,80,ELEC,Res,26012,308112025,308112025,1109203,9089,0.126,2007ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2007,72082,BC Hydro,80,ELEC,CSMI,2571,214869273,214869273,773529,6339,0.088,2007ELECkWh,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2022,98638,Fortis Gas,11020,NG,Res,23723.57553,2044283,567856282,2044283,102667,1.041,2022NGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2022,98638,Fortis Gas,11020,NG,CSMI,1494,919565,255434860,919565,46182,0.468,2022NGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2021,95107,Fortis Gas,10020,NG,Res,24360,2016555,560154052,2016555,101328,1.065,2021NGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2021,95107,Fortis Gas,10020,NG,CSMI,1494,906467,251796258,906467,45548,0.479,2021NGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2020,93115,Fortis Gas,9020,NG,Res,24118,1963372,545381136,1963372,98856,1.062,2020NGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2020,93115,Fortis Gas,9020,NG,CSMI,1494,859025,238618013,859025,43252,0.465,2020NGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2019,92390,Fortis Gas,8020,NG,Res,23822,1944539,540149833,1944539,97908,1.060,2019NGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2019,92390,Fortis Gas,8020,NG,CSMI,1510,874224,242839871,874224,44017,0.476,2019NGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2018,91556,Fortis Gas,7020,NG,Res,23553,1874039,520566351,1874039,94358,1.031,2018NGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2018,91556,Fortis Gas,7020,NG,CSMI,1450,850991,236386360,850991,42848,0.468,2018NGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2017,88950,Fortis Gas,6020,NG,Res,23179,2008832,558008936,2008832,101183,1.138,2017NGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2017,88950,Fortis Gas,6020,NG,CSMI,1408,957065,265851377,957065,48207,0.542,2017NGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2016,86404,Fortis Gas,5020,NG,Res,22786,1705035,473620768,1705035,85304,0.987,2016NGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2016,86404,Fortis Gas,5020,NG,CSMI,1389,880262,244517105,880262,44040,0.510,2016NGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2015,83193,Fortis Gas,4020,NG,Res,22269,1567102,435306001,1567102,77884,0.936,2015NGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2015,83193,Fortis Gas,4020,NG,CSMI,1366,816017,226671317,816017,40555,0.487,2015NGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2014,81649,Fortis Gas,3020,NG,Res,21741,1700725,472423703,1700725,83878,1.027,2014NGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2014,81649,Fortis Gas,3020,NG,CSMI,1344,862839,239677588,862839,42554,0.521,2014NGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2013,80026,Fortis Gas,2520,NG,Res,21431,1768755,491320956,1768755,87432,1.093,2013NGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2013,80026,Fortis Gas,2520,NG,CSMI,1331,887288,246468982,887288,43860,0.548,2013NGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2012,79171,Fortis Gas,2020,NG,Res,21227,1794536,498482274,1794536,88488,1.118,2012NGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2012,79171,Fortis Gas,2020,NG,CSMI,1317,905447,251513082,905447,44647,0.564,2012NGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2010,76619,Fortis Gas,1020,NG,Res,20716,1687990,468886009,1687990,83860,1.095,2010NGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2010,76619,Fortis Gas,1020,NG,CSMI,1322,977179,271438582,977179,48547,0.634,2010NGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2007,72082,Fortis Gas,20,NG,Res,19972,1865654,518237222,1865654,92686,1.286,2007NGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2007,72082,Fortis Gas,20,NG,CSMI,1244,1060080,294466551,1060080,52665,0.731,2007NGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2022,98638,Fortis RNG,11020,RNG,Res,292,2537,704778,2537,1,0.000,2022RNGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2022,98638,Fortis RNG,11020,RNG,CSMI,1,4,1083,4,0,0.000,2022RNGGJ,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2022,98638,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2021,95107,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2020,93115,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2019,92390,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2018,91556,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2017,88950,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2016,86404,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2015,83193,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2014,81649,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2013,80026,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2012,79171,Estimate-Wood,11190,WOOD,Res,1,42896,11915531,42896,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2010,76619,Estimate-Wood,11190,WOOD,Res,1,42791,11886527,42791,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2007,72082,Estimate-Wood,11190,WOOD,Res,1,54624,15173348,54624,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2022,98638,Estimate-Heating Oil,11190,OIL,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2021,95107,Estimate-Heating Oil,11190,OIL,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2020,93115,Estimate-Heating Oil,11190,OIL,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2019,92390,Estimate-Heating Oil,11190,OIL,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2018,91556,Estimate-Heating Oil,11190,OIL,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2017,88950,Estimate-Heating Oil,11190,OIL,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2016,86404,Estimate-Heating Oil,11190,OIL,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2015,83193,Estimate-Heating Oil,11190,OIL,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2014,81649,Estimate-Heating Oil,11190,OIL,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2013,80026,Estimate-Heating Oil,11190,OIL,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2012,79171,Estimate-Heating Oil,11190,OIL,Res,1,4092,1136662,4092,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2010,76619,Estimate-Heating Oil,11190,OIL,Res,1,5936,1648794,5936,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2007,72082,Estimate-Heating Oil,11190,OIL,Res,1,7189,1996967,7189,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2022,98638,Estimate-Propane,11190,DPRO,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2021,95107,Estimate-Propane,11190,DPRO,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2020,93115,Estimate-Propane,11190,DPRO,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2019,92390,Estimate-Propane,11190,DPRO,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2018,91556,Estimate-Propane,11190,DPRO,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2017,88950,Estimate-Propane,11190,DPRO,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2016,86404,Estimate-Propane,11190,DPRO,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2015,83193,Estimate-Propane,11190,DPRO,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2014,81649,Estimate-Propane,11190,DPRO,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2013,80026,Estimate-Propane,11190,DPRO,Res,1,W,,,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2012,79171,Estimate-Propane,11190,DPRO,Res,1,4214,1170647,4214,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2010,76619,Estimate-Propane,11190,DPRO,Res,1,4967,1379783,4967,W,,,1,124
Maple Ridge,Metro Vancouver Regional District,15075,5915075,2007,72082,Estimate-Propane,11190,DPRO,Res,1,4088,1135593,4088,W,,,1,124
New Westminster,Metro Vancouver Regional District,15029,5915029,2022,85341,BC Hydro,11080,ELEC,MIXED,242,38814730,38814730,139733,446,0.005,2022ELECkWh,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2021,82943,BC Hydro,10080,ELEC,MIXED,221,35585978,35585978,128110,345,0.004,2021ELECkWh,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2022,85341,Fortis Gas,11020,NG,Res,10138.71704,925346,257040582,925346,46472,0.545,2022NGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2022,85341,Fortis Gas,11020,NG,CSMI,1407,2054117,570588150,2054117,103161,1.209,2022NGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2021,82943,Fortis Gas,10020,NG,Res,9366,794797,220776943,794797,39937,0.481,2021NGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2021,82943,Fortis Gas,10020,NG,CSMI,1408,2031528,564313214,2031528,102080,1.231,2021NGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2020,82118,Fortis Gas,9020,NG,Res,9269,780354,216765075,780354,39291,0.478,2020NGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2020,82118,Fortis Gas,9020,NG,CSMI,1402,2111811,586614071,2111811,106330,1.295,2020NGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2019,80087,Fortis Gas,8020,NG,Res,9192,769446,213734927,769446,38742,0.484,2019NGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2019,80087,Fortis Gas,8020,NG,CSMI,1404,2039482,566522741,2039482,102688,1.282,2019NGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2018,78120,Fortis Gas,7020,NG,Res,9094,750294,208414881,750294,37777,0.484,2018NGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2018,78120,Fortis Gas,7020,NG,CSMI,1398,1982486,550690675,1982486,99819,1.278,2018NGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2017,76197,Fortis Gas,6020,NG,Res,8967,810916,225254452,810916,40845,0.536,2017NGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2017,76197,Fortis Gas,6020,NG,CSMI,1400,2095479,582077371,2095479,105548,1.385,2017NGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2016,74761,Fortis Gas,5020,NG,Res,8673,702040,195011194,702040,35123,0.470,2016NGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2016,74761,Fortis Gas,5020,NG,CSMI,1384,1900691,527969604,1900691,95093,1.272,2016NGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2015,72708,Fortis Gas,4020,NG,Res,8603,653415,181504069,653415,32474,0.447,2015NGGJ,1,125
